ID,LATCOD,LONCOD
10021001879,32.619649,-85.513374
10021002363,32.633511,-85.47833
10021002440,32.598241,-85.476613
10021002454,32.623718,-85.518203
10021102505,33.516759,-86.784309
10024000045,32.663571,-86.700747
10024000046,32.619027,-86.481999
10024000047,32.4547,-86.4555
10024000048,32.5005,-86.4716
10024000049,32.4849,-86.4706
10024000050,32.4542,-86.4516
10024000051,32.463142,-86.468757
10024000543,32.59009,-86.463052
10024000546,32.4522,-86.4222
10024000587,32.455059,-86.454282
10024000590,32.500629,-86.473537
10024001408,32.433931,-86.659977
10024001550,32.448195,-86.421643
10024001639,32.4574,-86.4662
10024002159,32.700293,-86.474055
10027000013,30.6173,-87.8701
10027000024,30.540413,-87.706485
10027000056,30.592614,-87.902029
10027000057,30.4198,-87.5998
10027000058,30.5673,-87.6243
10027000059,30.495443,-87.881755
10027000060,30.407235,-87.688472
10027000062,31.00521,-87.622619
10027000065,30.6194,-87.6863
10027000066,30.543328,-87.753727
10027000067,30.674955,-87.904953
10027000068,30.7424,-87.7902
10027000069,30.488992,-87.695046
10027000070,30.316295,-87.728368
10027000100,30.498068,-87.8836
10027000162,30.582716,-87.727747
10027000549,30.297043,-87.557752
10027000550,30.6777,-87.8478
10027000625,30.412994,-87.584406
10027000648,30.4198,-87.7436
10027000660,30.4737,-87.8569
10027000664,30.8656,-87.7837
10027000665,30.5495,-87.6962
10027001708,30.8904,-87.7747
10027001709,30.613,-87.9043
10027001710,30.526382,-87.876402
10027001711,30.5305,-87.901665
10027001712,30.409549,-87.690853
10027001713,30.385694,-87.694176
10027001714,30.6144,-87.7586
10027001715,30.8654,-87.7497
10027001716,30.55215,-87.696915
10027001759,30.6388,-87.8641
10027001783,30.7901,-87.8491
10027001784,30.3817,-87.6893
10027001810,30.8937,-87.794
10027001859,30.8938,-87.7807
10027001888,30.71514,-87.853961
10027002072,30.6141,-87.8699
10027002073,30.6887,-87.8541
10027002180,30.552507,-87.698735
10027002443,30.584492,-87.899799
10027002483,30.28955,-87.618274
10027002490,30.4198,-87.5998
10027002492,30.60316,-87.829107
10027002493,30.638894,-87.865147
10030000074,31.868278,-85.44613
10030001478,31.881958,-85.461165
10030001641,31.7804,-85.55456
10033000082,33.3341,-86.9333
10033000084,33.4097,-86.941
10033000086,33.368618,-86.985203
10033000087,33.370885,-86.999217
10033000088,33.3785,-86.9587
10033000090,33.3787,-86.9805
10033001264,33.4023,-86.9582
10033001267,33.370885,-86.999217
10033001479,33.4126,-86.9603
10036000092,32.9472,-87.1426
10036000094,32.943214,-87.115079
10036000095,32.942416,-87.162241
10036000096,32.9012,-86.9061
10036000098,33.1146,-87.1254
10036000099,33.1131,-87.1284
10036000669,33.0518,-87.136
10036001426,33.1127,-87.1313
10036001480,33.2098,-87.1377
10039000079,33.519899,-86.808778
10039000103,33.5169,-86.7712
10039000106,33.5599,-86.7281
10039000107,33.485536,-86.899272
10039000112,33.4842,-86.8859
10039000113,33.5805,-86.6903
10039000119,33.4947,-86.8132
10039000127,33.536846,-86.731935
10039000133,33.4707,-86.8971
10039000136,33.4931,-86.8519
10039000139,33.556521,-86.805707
10039000140,33.595,-86.6928
10039000141,33.611201,-86.683271
10039000142,33.5639,-86.780651
10039000156,33.504757,-86.882528
10039000161,33.5412,-86.802
10039000164,33.518499,-86.892235
10039000165,33.514596,-86.829301
10039000174,33.502928,-86.860536
10039000175,33.528,-86.7141
10039000176,33.4976,-86.7986
10039000179,33.5727,-86.7193
10039000184,33.6104,-86.701
10039000187,33.525253,-86.829686
10039000190,33.496044,-86.828323
10039000191,33.464299,-86.881987
10039000192,33.45457,-86.884829
10039000196,33.5231,-86.8387
10039000198,33.5422,-86.7521
10039000201,33.504843,-86.916764
10039000530,33.505102,-86.833827
10039001270,33.515779,-86.825781
10039001288,33.547981,-86.769366
10039001296,33.519899,-86.808778
10039001421,33.5427,-86.8924
10039001446,33.5938,-86.706
10039001468,33.5584,-86.828
10039001484,33.4941,-86.8097
10039001629,33.545906,-86.758161
10039001761,33.505102,-86.833827
10039001762,33.6363,-86.7156
10039001764,33.519899,-86.808778
10039001765,33.519899,-86.808778
10039001823,33.5658,-86.7173
10039001878,33.5232,-86.8051
10039002185,33.6191,-86.680241
10039002187,33.484021,-86.867949
10039002204,33.516,-86.8649
10039002206,33.532064,-86.771079
10039002354,33.428598,-86.87471
10039002489,33.474401,-86.870736
10042000101,33.8814,-86.7706
10042000203,33.8879,-86.3971
10042000205,34.0847,-86.586
10042000206,33.9932,-86.5736
10042000207,33.8834,-86.7694
10042000208,33.8869,-86.7681
10042000209,34.0858,-86.5888
10042000210,33.9084,-86.6179
10042000211,33.830801,-86.58307
10042000213,34.0828,-86.4303
10042000670,33.905533,-86.512602
10042000676,33.992944,-86.57256
10042000682,33.991488,-86.561712
10042001427,33.9073,-86.6185
10042001476,33.9934,-86.5729
10042001481,34.0832,-86.4298
10042001870,33.8901,-86.7566
10045000214,31.119471,-87.069631
10045000215,31.154287,-87.058574
10045000216,31.1382,-87.0704
10048000218,32.129773,-85.722772
10048000221,32.132765,-85.720119
10048000222,32.145793,-85.719487
10048000688,32.142862,-85.712739
10051000226,31.8371,-86.6519
10051000228,31.8381,-86.6253
10051000229,31.545343,-86.715153
10051000231,31.833257,-86.625756
10051000690,31.815009,-86.626541
10051001482,31.8342,-86.6256
10051002144,31.628096,-86.728948
10054000232,33.775146,-85.887066
10054000240,33.786,-86.0014
10054000242,33.7018,-85.8321
10054000243,33.7022,-85.8367
10054000244,33.7012,-85.8342
10054000246,33.7546,-85.8146
10054000247,33.7471,-85.8309
10054000249,33.6513,-85.8795
10054000250,33.747043,-85.686986
10054000700,33.801928,-85.758243
10054000708,33.801672,-85.757907
10054001428,33.7883,-86.003
10054001429,33.885623,-85.810914
10054001430,33.723612,-85.673191
10054001488,33.885484,-85.816324
10054001489,33.6525,-85.882
10054001747,33.775731,-85.883616
10054001884,33.723721,-85.671905
10054002429,33.773637,-85.887046
10060000256,32.898,-85.3944
10060000257,32.7912,-85.1872
10060000259,33.017341,-85.34369
10060000260,32.8345,-85.2287
10060000263,32.8994,-85.3965
10060000264,32.813447,-85.171962
10060000268,32.84,-85.185
10060000269,32.888437,-85.396133
10060000271,32.8022,-85.1815
10060000272,32.8064,-85.1964
10060000738,32.890312,-85.381482
10060002515,33.017341,-85.34369
10063000274,34.2198,-85.6045
10063000275,34.1498,-85.6705
10063000276,34.135634,-85.651107
10063000278,34.1638,-85.6587
10063000279,34.2711,-85.56
10063000282,34.241,-85.7674
10063000283,33.985365,-85.542865
10063000741,34.1597,-85.6865
10066000261,32.8287,-86.7856
10066000262,32.9655,-86.7483
10066000265,32.8031,-86.8784
10066000270,32.9136,-86.7163
10066000286,32.8248,-86.6145
10066000287,32.8262,-86.6132
10066000288,32.749,-86.5088
10066000745,32.964356,-86.747493
10066000748,32.8321,-86.6736
10066001431,32.826424,-86.613169
10066001491,32.8219,-86.6127
10066001657,32.9823,-86.7295
10066002190,32.840903,-86.623103
10066002437,32.984464,-86.7296
10069000182,31.8421,-88.3159
10069000291,32.0798,-88.2332
10069000297,31.8429,-88.3193
10069001561,32.0819,-88.2336
10072000298,31.705821,-87.77412
10072000302,31.709137,-87.791617
10072000304,31.5129,-87.8947
10072000305,31.529378,-87.895748
10072000306,31.703243,-87.764353
10072001450,31.5307,-87.8966
10072001493,31.5482,-87.8851
10075000307,33.270504,-85.839114
10075000312,33.310973,-85.757743
10075002205,33.290823,-85.787937
10075002210,33.290823,-85.787937
10078000317,33.647308,-85.571808
10078000318,33.648138,-85.571924
10078000319,33.732187,-85.436415
10078000320,33.523462,-85.63505
10078000321,33.523373,-85.346519
10078000768,33.597278,-85.482177
10078001671,33.646971,-85.572406
10078001726,33.523791,-85.347288
10078002361,33.597278,-85.482177
10081000323,31.221294,-86.169864
10081000327,31.566525,-86.010259
10081001494,31.380382,-85.935457
10081001748,31.390294,-85.921987
10084000331,34.7695,-87.9639
10084000333,34.7657,-87.9633
10084000334,34.6955,-87.5244
10084000335,34.669434,-87.700833
10084000336,34.7573,-87.4844
10084000338,34.6978,-87.5234
10084000341,34.6432,-87.7805
10084001658,34.667372,-87.702521
10087000344,31.2972,-87.0313
10087000345,31.4268,-86.9727
10087000347,31.541683,-86.987452
10087000348,31.4233,-86.9515
10087000350,31.4115,-87.2345
10087001766,31.4312,-86.9372
10087002360,31.43601,-86.950779
10087002442,31.43117,-86.937166
10090001749,33.006452,-86.201187
10090002074,33.0067,-86.2016
10093000280,31.3885,-86.4162
10093000359,31.3297,-86.245
10093000360,31.0028,-86.3368
10093000361,31.1584,-86.6128
10093000362,31.403151,-86.612161
10093000363,31.3906,-86.4157
10093000364,31.015529,-86.356732
10093001672,31.3878,-86.417
10093002167,31.40273,-86.61282
10096000365,31.590445,-86.255144
10096000367,31.953,-86.3135
10096000368,31.7132,-86.2754
10096000801,31.7051,-86.2677
10099000326,34.1876,-86.8353
10099000369,34.185,-86.8444
10099000370,34.1885,-86.8418
10099000371,34.1736,-86.8359
10099000372,34.1728,-86.8571
10099001323,34.1792,-86.8405
10099002089,34.1792,-86.8405
10102000373,34.2681,-86.6104
10102000374,33.982384,-87.032348
10102000375,33.981296,-87.032279
10102000377,34.2549,-86.6882
10102000379,34.1035,-86.8797
10102000380,34.0612,-86.7608
10102000381,34.1769,-86.619
10102000385,34.244071,-86.864278
10102000386,34.1418,-86.7407
10102000387,34.2373,-86.9633
10102000396,34.255889,-86.689462
10102000400,34.2549,-86.688
10102000403,34.1029,-86.878675
10102000413,34.1027,-86.8811
10102000414,34.0598,-86.7619
10102000420,34.0611,-86.7614
10102000440,34.1763,-86.6187
10102000446,34.24348,-86.864742
10102000453,34.242421,-86.863807
10102000458,34.238407,-86.961972
10102000459,34.2326,-86.965
10102000803,34.2227,-86.8569
10102001444,34.0965,-86.8861
10102001497,34.2216,-86.8577
10102001567,34.207556,-87.053468
10102001676,34.1426,-87.0685
10102001679,34.2334,-86.9644
10102002132,34.1772,-86.6186
10105000281,31.5588,-85.5516
10105000388,31.602171,-85.721035
10105000389,31.320654,-85.504214
10105000390,31.559,-85.5509
10105000391,31.319032,-85.497916
10105000392,31.3302,-85.5958
10105000393,31.316538,-85.547018
10105002426,31.45128,-85.65335
10108000394,31.316204,-85.709728
10108001767,31.310664,-85.716025
10108002497,31.315377,-85.707641
10111000395,32.424211,-86.960933
10111000397,32.661814,-86.929631
10111000401,32.653107,-86.925102
10111000402,32.292538,-87.235715
10111000404,32.34968,-87.260308
10111000406,32.327267,-86.928401
10111000407,32.365948,-86.986067
10111000408,32.370884,-87.016155
10111000409,32.497574,-86.983395
10111000814,32.498767,-86.98365
10111000818,32.372036,-87.016634
10111001785,32.361089,-86.986316
10114000411,34.254667,-85.868708
10114000412,34.279927,-86.012271
10114000415,34.449581,-85.90418
10114000416,34.351037,-86.003186
10114000418,34.634207,-85.768495
10114000419,34.712183,-85.675401
10114000421,34.567011,-85.569186
10114000422,34.482932,-85.822258
10114000423,34.354421,-85.737725
10114000424,34.564558,-85.814556
10114000425,34.564117,-85.614128
10114000819,34.460201,-85.703264
10114000830,34.49173,-85.8406
10114000832,34.49173,-85.8406
10114001860,34.290223,-85.996301
10114002357,34.288709,-85.995136
10117000081,34.5595,-87.0197
10117000426,34.563684,-87.049556
10117000427,34.5686,-86.9969
10117000429,34.593282,-86.97216
10117000430,34.578368,-86.944626
10117000431,34.620722,-86.995625
10117000432,34.5992,-86.9835
10117000433,34.594774,-86.974021
10117000434,34.587817,-86.966039
10117000435,34.5983,-86.9981
10117000436,34.5768,-86.9629
10117000437,34.6106,-87.0073
10117000438,34.583494,-87.014162
10117001615,34.5476,-86.9969
10117001631,34.599286,-86.983984
10117001728,34.5765,-87.0349
10117001786,34.5495,-87.0141
10117002175,34.593282,-86.97216
10117002456,34.5795,-87.007
10117002457,34.5795,-87.007
10120000148,32.494584,-87.845732
10120000439,32.5097,-87.8337
10120000441,32.5126,-87.8299
10120000442,32.506,-87.8581
10123000443,31.236,-85.3751
10123000447,31.2421,-85.4208
10123000448,31.2401,-85.421
10123000450,31.2205,-85.428
10123000454,31.2092,-85.4148
10123000456,31.2343,-85.3719
10123001331,31.2429,-85.3885
10123001349,31.2665,-85.3811
10123001447,31.1944,-85.348
10123001448,31.2211,-85.4868
10123001449,31.2705,-85.3959
10123001499,31.194437,-85.353124
10123001501,31.2676,-85.3814
10123001817,31.2787,-85.4667
10123002480,31.208992,-85.394418
10123002482,31.204597,-85.4342
10123002512,31.194437,-85.353124
10123002513,31.194437,-85.353124
10126000460,31.424377,-86.102541
10126000461,31.427146,-86.10309
10126001354,31.427146,-86.10309
10129000102,32.547487,-86.221644
10129000463,32.6338,-86.0296
10129000465,32.6356,-86.3261
10129000468,32.4942,-86.3624
10129000470,32.5478,-86.2149
10129000471,32.5525,-86.2225
10129000833,32.5062,-86.3473
10129000834,32.5504,-86.2156
10129001432,32.6343,-86.0254
10129001451,32.6302,-86.3249
10129001660,32.4984,-86.362
10129001768,32.6286,-86.0291
10129001769,32.6353,-86.3274
10129002142,32.50285,-86.095015
10129002147,32.515794,-86.345093
10129002494,32.546314,-86.215789
10132000474,31.297101,-85.873488
10132000475,31.336664,-85.853451
10132000476,31.328129,-85.869911
10132000478,31.323483,-85.853259
10132000479,31.3382,-85.8457
10132000480,31.3052,-85.8373
10132000481,31.3269,-85.8178
10132001719,31.3362,-85.8145
10132001867,31.290306,-85.840765
10132002455,31.3098,-85.8602
10135000484,31.0065,-87.4866
10135000485,31.045897,-87.494653
10135000487,31.006,-87.2699
10135000488,31.224358,-87.462189
10135000489,31.060087,-87.170727
10135000492,31.09011,-87.05455
10135000840,31.0067,-87.2682
10135000841,31.1133,-87.0958
10135001504,31.0043,-87.2687
10135001505,31.084,-87.0648
10135001506,31.0845,-87.0661
10135001661,31.0178,-87.5036
10138000493,34.118504,-86.118769
10138000494,34.144105,-85.999862
10138000496,34.0683,-85.9268
10138000497,33.9581,-85.9324
10138000498,33.9677,-85.9353
10138000499,33.9963,-85.8702
10138000500,33.995284,-85.870337
10138000501,34.0361,-86.1255
10138000502,33.9448,-86.0599
10138000503,34.0814,-85.9893
10138000505,34.1763,-86.1229
10138000506,33.920376,-86.033827
10138000507,34.0638,-86.3025
10138000508,34.031396,-86.263551
10138000509,34.1648,-86.0688
10138000845,33.957826,-86.04278
10138000849,33.995848,-86.103901
10138000853,33.9963,-86.1049
10138001507,33.9687,-85.9353
10138001508,33.9472,-86.0621
10138001509,33.9165,-86.0204
10138001662,34.013,-85.8694
10138002351,34.176744,-86.118641
10138002453,34.068314,-85.92684
10141000511,31.919296,-85.139098
10141000513,31.914297,-85.140271
10141000514,31.8874,-85.1596
10141001510,31.8974,-85.1512
10141001874,31.919296,-85.139098
10141002439,31.8876,-85.1577
10144000515,33.4905,-86.9058
10144000516,33.4912,-86.9083
10144000518,33.4596,-86.9278
10144000519,33.4776,-86.9146
10144001361,33.474518,-86.915058
10144001363,33.4912,-86.9081
10147000521,33.663,-87.599
10147000523,33.689,-87.8264
10147000525,33.8295,-87.7423
10147001512,33.6645,-87.6012
10147001514,33.6866,-87.8253
10147001787,33.7031,-87.8218
10153000528,34.8345,-87.6633
10153000531,34.835281,-87.662178
10153000532,34.8484,-87.6762
10153000534,34.8322,-87.6828
10153000535,34.8194,-87.6424
10153000536,34.810501,-87.672245
10153001644,34.7967,-87.6837
10153001664,34.8215,-87.6954
10153002474,34.806613,-87.682368
10156000538,34.487696,-85.674157
10156000539,34.4559,-85.7068
10156001365,34.4811,-85.6792
10156001750,34.4913,-85.6685
10156002518,34.487696,-85.674157
10159000541,34.4749,-87.8653
10159000542,34.3842,-87.599
10159000544,34.349411,-87.706847
10159000545,34.4354,-88.1381
10159000547,34.5257,-87.6211
10159000548,34.378516,-88.056168
10159000860,34.475756,-87.864784
10159001861,34.349444,-87.710332
10159001869,34.525786,-87.619756
10159002475,34.4354,-88.1381
10162000551,33.9986,-85.9832
10162000552,34.002,-85.9653
10162000553,34.005938,-86.010986
10162000555,33.9741,-86.0246
10162000559,34.0231,-86.0371
10162000563,34.0392,-86.0197
10162000564,34.007967,-86.010343
10162000565,34.0107,-86.0562
10162001368,34.004712,-85.98933
10162001517,34.027,-86.0339
10162001646,34.012556,-86.021729
10162001650,34.013868,-86.010053
10162001665,34.0005,-85.967
10162001666,34.0396,-85.9693
10162001824,33.995108,-86.037233
10164000567,31.0439,-85.8813
10164000568,31.0505,-85.8859
10164001788,31.0426,-85.8798
10166000570,31.095832,-85.700153
10166000571,31.117792,-86.049316
10166001519,31.098483,-85.601606
10166001771,31.124447,-86.045859
10166001772,31.117792,-86.049316
10166001791,31.094854,-85.700284
10166001792,31.095832,-85.700153
10166001793,31.106038,-85.59821
10166001794,31.098483,-85.601606
10166002418,31.048206,-85.89415
10168000576,32.823597,-87.931421
10168000864,32.8464,-87.9187
10168001452,32.838,-87.8931
10168001520,32.848018,-87.900021
10168002181,32.82487,-87.93291
10169000579,34.3586,-86.3125
10169000580,34.3217,-86.3324
10169000581,34.3535,-86.3036
10169000582,34.32,-86.3136
10171000588,32.99897,-87.62055
10171000589,33.000134,-87.631042
10171000875,32.722732,-87.592676
10171002156,32.707676,-87.587697
10171002158,32.702619,-87.599546
10171002162,32.70837,-87.588282
10171002411,32.999815,-87.620254
10172000594,34.2253,-87.6069
10172001370,34.2249,-87.6075
10172001795,34.2272,-87.6068
10172001885,34.227271,-87.609357
10173000328,34.418936,-86.948888
10173000596,34.4392,-86.9475
10173000597,34.4579,-86.9224
10173000598,34.435714,-86.932817
10173000599,34.455413,-86.921392
10173002356,34.432158,-86.929982
10174000600,31.5821,-85.2782
10174000602,31.5668,-85.249312
10174000603,31.3492,-85.338307
10174000604,31.3485,-85.3397
10174000605,31.35737,-85.337655
10174002120,31.5674,-85.2524
10176000606,33.4712,-86.8096
10176000607,33.457336,-86.825571
10176000608,33.4605,-86.7905
10176000609,33.4777,-86.8115
10176000610,33.4778,-86.7865
10177000611,31.183743,-85.23222
10177000612,31.056759,-85.301665
10177000614,31.293671,-85.113249
10177000615,31.1209,-85.4593
10177000616,31.260221,-85.270164
10177000617,31.2256,-85.6333
10177000882,31.22775,-85.392901
10177000885,31.22592,-85.400933
10177001668,31.1767,-85.2294
10177002077,31.125539,-85.447815
10177002078,31.126463,-85.446699
10177002358,31.250802,-85.38899
10177002506,31.2256,-85.6333
10177002507,31.2256,-85.6333
10177002508,31.056759,-85.301665
10177002511,31.183743,-85.23222
10180000533,34.6619,-86.4779
10180000618,34.7238,-86.5669
10180000620,34.7388,-86.6112
10180000621,34.655,-86.5745
10180000622,34.751596,-86.558816
10180000623,34.7657,-86.5718
10180000624,34.770301,-86.60843
10180000628,34.5972,-86.563
10180000629,34.642713,-86.576568
10180000630,34.7579,-86.6324
10180000631,34.7135,-86.5835
10180000632,34.7237,-86.575
10180000634,34.6964,-86.5542
10180000635,34.7724,-86.5903
10180000636,34.754963,-86.578303
10180000638,34.6897,-86.6165
10180000639,34.7365,-86.5307
10180000640,34.7558,-86.6064
10180000642,34.625624,-86.547243
10180000643,34.7009,-86.6224
10180000644,34.7892,-86.6069
10180000650,34.7726,-86.6421
10180000651,34.6439,-86.5485
10180000653,34.673411,-86.568672
10180001374,34.754963,-86.578303
10180001375,34.7428,-86.5975
10180001379,34.703326,-86.602294
10180001527,34.751596,-86.558816
10180001529,34.712023,-86.6349
10180001530,34.625624,-86.547243
10180001531,34.673411,-86.568672
10180001651,34.7232,-86.6993
10180001653,34.68022,-86.578741
10180001773,34.6113,-86.5477
10180001774,34.610836,-86.547893
10180001796,34.6301,-86.7269
10180002093,34.662478,-86.478307
10180002146,34.629288,-86.726926
10180002172,34.760972,-86.69635
10180002173,34.62568,-86.491223
10180002379,34.787064,-86.614937
10180002419,34.786091,-86.614954
10180002425,34.733018,-86.607676
10180002478,34.759865,-86.63639
10180002484,34.712023,-86.6349
10180002486,34.770301,-86.60843
10183000654,34.940053,-85.720582
10183000655,34.9442,-85.7146
10183000656,34.9386,-85.627
10183000657,34.6084,-85.9172
10183000658,34.7691,-85.6945
10183000659,34.7223,-85.9691
10183000662,34.848784,-85.624029
10183000666,34.7006,-85.7639
10183000667,34.581721,-85.979924
10183000668,34.815029,-86.125013
10183000671,34.62291,-86.272311
10183000888,34.730481,-85.963957
10183000908,34.7211,-85.9584
10183001532,34.6819,-85.8441
10183001533,34.877,-85.8172
10183001534,34.8629,-85.8346
10183001674,34.516953,-86.000853
10183001751,34.899385,-85.790145
10186000672,33.790925,-85.779274
10186000673,33.7881,-85.7784
10189000674,33.835535,-87.277305
10189000675,33.8439,-87.2868
10189000677,33.8322,-87.2629
10189000678,33.834314,-87.257794
10189002434,33.83423,-87.257907
10192000466,33.6058,-86.7623
10192000469,33.6954,-86.6023
10192000472,33.695851,-86.597863
10192000483,33.2898,-87.0486
10192000681,33.5938,-86.9575
10192000684,33.7545,-86.9905
10192000687,33.5945,-86.9329
10192000689,33.646431,-86.816807
10192000691,33.444251,-86.954871
10192000692,33.631,-86.9576
10192000694,33.6476,-86.6878
10192000695,33.6431,-86.6615
10192000696,33.699009,-86.601684
10192000697,33.486204,-87.067539
10192000698,33.761592,-86.967166
10192000699,33.5772,-86.9194
10192000701,33.646407,-86.697372
10192000702,33.658482,-86.699674
10192000703,33.59672,-86.797941
10192000704,33.6323,-86.7763
10192000705,33.6476,-86.8183
10192000706,33.647276,-86.812093
10192000710,33.333691,-86.927824
10192000715,33.5682,-86.8754
